sourceDOI,reusedDOI,type,comment,sourceReference,alternativeID,sourceReferenceDetail,contributor
"10.1145/3368089.3409678","10.1109/ICDM.2003.1250918","Methodology","Spy idea","[33]","","1106","XiaoLing941212"
"10.1145/3368089.3409678","10.1145/1095430.1081755","Methodology","ranking mechanism","[31]","","1107","XiaoLing941212"
"10.1145/3368089.3409678","","Methodology","ranking mechanism","[55]","https://www.usenix.org/system/files/conference/usenixsecurity16/sec16_paper_yun.pdf","1107","XiaoLing941212"
"10.1145/3368089.3409752","10.1007/978-3-319-08867-9_5","Tool","ICE learning framework","[15]","117","","XiaoLing941212"
"10.1145/3368089.3409752","10.1145/2837614.2837664","Methodology","ICE-DT baseline","[16]","","118","XiaoLing941212"
"10.1145/3368089.3409744","","Methodology","WAPS","[20]","WAPS: Weighted and Projected Sampling","1120","XiaoLing941212"
"10.1145/3368089.3409744","10.1109/ICST.2019.00032","Methodology","ecos-icse11","[51]","","1120","XiaoLing941212"
"10.1145/3368089.3409744","10.1145/3106237.3106252","Methodology","embtoolkit","[29]","","1120","XiaoLing941212"
"10.1145/3368089.3409744","10.1145/3336294.3336322","Methodology","FinancialServices01","[50]","","1120","XiaoLing941212"
"10.1145/3368089.3409742","10.1145/227607.227610","Methodology","reproduce of SM work","[63]","","1128","XiaoLing941212"
"10.1145/3368089.3409742","10.1145/2931037.2948707","Tool","PIT v1.2.0","[10]","","1131","XiaoLing941212"
"10.1145/3368089.3409742","10.1016/j.infsof.2017.03.002","Statistics","Spearman's rank correlation coefficient test","[27]","","1131","XiaoLing941212"
"10.1145/3368089.3409742","10.1016/j.jss.2019.07.100","Dataset","SLR ","[75]","","1131","XiaoLing941212"
"10.1145/3368089.3409742","10.1109/QSIC.2011.19","Tool","EvoSuite","[28]","","1134","XiaoLing941212"
"10.1145/3368089.3409710","","Tool","SQLancer","[46]","https://www.usenix.org/system/files/osdi20-rigger.pdf","1145","XiaoLing941212"
"10.1145/3368089.3409710","10.1145/2254064.2254104","Tool","C-Reduce","[43]","","1146","XiaoLing941212"
"10.1145/3368089.3409694","10.1145/2568225.2568273","Methodology","microexecution","[19]","","1157","XiaoLing941212"
"10.1145/3368089.3409694","","Methodology","SEMI-NCA","[18]","https://www.cs.princeton.edu/research/techreps/TR-737-05","1160","XiaoLing941212"
"10.1145/3368089.3409694","","Tool","capstone","[11]","https://github.com/aquynh/capstone","1160","XiaoLing941212"
"10.1145/3368089.3409713","10.1145/2103656.2103677","Methodology","variational execution","[3]","","1166","XiaoLing941212"
"10.1145/3368089.3409713","10.1145/2970276.2970322","Methodology","variational execution","[53]","","1166","XiaoLing941212"
"10.1145/3368089.3409713","10.1145/2568225.2568300","Methodology","variational execution","[54]","","1166","XiaoLing941212"
"10.1145/3368089.3409713","10.1145/3276487","Tool","VarexC","[75]","","1169","XiaoLing941212"
"10.1145/3368089.3409713","10.1145/2642937.2643008","Methodology","brute-force search_bf","[17]","","1169","XiaoLing941212"
"10.1145/3368089.3409713","10.1145/2642937.2643008","Stepping stone","search_gen","[17]","","1169","XiaoLing941212"
"10.1145/3368089.3409713","10.1016/bs.adcom.2018.03.015","Methodology","regression test selection technique","[60]","","1173","XiaoLing941212"
"10.1145/3368089.3409678","10.1145/1095430.1081755","Metric","","[31]","","","afonsohfontes"
"10.1145/3368089.3409694","10.1145/2568225.2568273","Methodology","","[19]","","","afonsohfontes"
"10.1145/3368089.3409710","10.1145/2254064.2254104","Tool","","[43]","","","afonsohfontes"
"10.1145/3368089.3409713","10.1145/2642937.2643008","Methodology","","[17]","","","afonsohfontes"
"10.1145/3368089.3409713","10.1145/2642937.2643008","Methodology","","[17]","","","afonsohfontes"
"10.1145/3368089.3409713","10.1145/2103656.2103677","Methodology","","[3]","","","afonsohfontes"
"10.1145/3368089.3409713","10.1145/2970276.2970322","Methodology","","[53]","","","afonsohfontes"
"10.1145/3368089.3409713","10.1145/2568225.2568300","Methodology","","[54]","","","afonsohfontes"
"10.1145/3368089.3409713","10.1016/bs.adcom.2018.03.015","Methodology","","[60]","","","afonsohfontes"
"10.1145/3368089.3409713","10.1145/3276487","Tool","","[75]","","","afonsohfontes"
"10.1145/3368089.3409722","10.1145/2597073.2597122","Metric","","[25]","","","afonsohfontes"
"10.1145/3368089.3409722","10.1145/2468356.2468382","Metric","","[38]","","","afonsohfontes"
"10.1145/3368089.3409726","10.1145/2799647","Tool","","[5]","","","afonsohfontes"
"10.1145/3368089.3409739","10.1109/SP.2017.49","Methodology","","[7]","","","afonsohfontes"
"10.1145/3368089.3409742","10.1145/2931037.2948707","Tool","","[10]","","","afonsohfontes"
"10.1145/3368089.3409742","10.1016/j.infsof.2017.03.002","Metric","","[27]","","","afonsohfontes"
"10.1145/3368089.3409742","10.1109/QSIC.2011.19","Tool","","[28]","","","afonsohfontes"
"10.1145/3368089.3409742","10.1145/227607.227610","Methodology","","[63]","","","afonsohfontes"
"10.1145/3368089.3409744","10.1145/3106237.3106252","Methodology","","[29]","","","afonsohfontes"
"10.1145/3368089.3409744","10.1145/3336294.3336322","Methodology","","[50]","","","afonsohfontes"
"10.1145/3368089.3409744","10.1109/ICST.2019.00032","Methodology","","[51]","","","afonsohfontes"
"10.1145/3368089.3409752","10.1145/2837614.2837664","Methodology","","[16]","","","afonsohfontes"
"10.1145/3368089.3409758","10.1145/2931037.2931062","Methodology","OASI","[20]","","3","yrahul3910"
"10.1145/3368089.3409758","","Methodology","OASI","[22]","https://2020.icse-conferences.org/details/icse-2020-Journal-First/84/An-Empirical-Validation-of-Oracle-Improvement","3","yrahul3910"
"10.1145/3368089.3409758","","Methodology","Object serialization","[42]","https://dl.acm.org/doi/10.5555/1025115.1025219","5","yrahul3910"
"10.1145/3368089.3409758","10.1145/3314221.3314641","Methodology","Observers abstraction","[2]","","5","yrahul3910"
"10.1145/3368089.3409758","","Tool","daikon","[9]","https://homes.cs.washington.edu/~mernst/pubs/invariants-tse2001.pdf","8","yrahul3910"
"10.1145/3368089.3409708","10.1145/3236024.3236055","Methodology","AppFlow","[23]","","3","yrahul3910"
"10.1145/3368089.3409708","10.1109/ASE.2019.00015","Methodology","CraftDroid","[25]","","3","yrahul3910"
"10.1145/3368089.3409708","10.1109/ASE.2019.00016","Methodology","ATM","[21]","","3","yrahul3910"
"10.1145/3368089.3409708","10.1145/3213846.3213854","Methodology","GTM","[20]","","3","yrahul3910"
"10.1145/3368089.3409708","","Tool","Appium","[2]","http://appium.io/","6","yrahul3910"
"10.1145/3368089.3409708","","Tool","Soot","[11]","https://github.com/Sable/soot","9","yrahul3910"
"10.1145/3368089.3409691","10.1109/CVPR.2017.283","Methodology","EAST","[55]","","2","yrahul3910"
"10.1145/3368089.3409691","10.1109/CVPR.2016.90","Methodology","ResNet50","[24]","","2","yrahul3910"
"10.1145/3368089.3409691","10.1109/TPAMI.2016.2577031","Methodology","Faster RCNN","[40]","","3","yrahul3910"
"10.1145/3368089.3409691","","Methodology","YOLOv2","[38]","arxiv:1804.02767","4","yrahul3910"
"10.1145/3368089.3409691","10.1145/3126594.3126651","Dataset","Rico","[15]","","4","yrahul3910"
"10.1145/3368089.3409691","10.1109/ICCV.2019.00667","Methodology","CenterNet","[17]","","4","yrahul3910"
"10.1145/3368089.3409691","","Methodology","REMAUI","[43]","https://github.com/soumikmohianuta/pixtoapp","5","yrahul3910"
"10.1145/3368089.3409691","","Methodology","Xianyu","[52]","https://laptrinhx.com/ui2code-how-to-fine-tune-background-and-foreground-analysis-2293652041/","5","yrahul3910"
"10.1145/3368089.3409691","10.1109/ICDAR.2007.4376991","Tool","Tesseract","[42]","","5","yrahul3910"
"10.1145/3368089.3409682","","Tool","SmartThings","[69]","http://www.smartthings.com/","3","yrahul3910"
"10.1145/3368089.3409687","10.1109/ASE.2019.00027","Methodology","fuzzer","[18]","","6","yrahul3910"
"10.1145/3368089.3409687","10.1145/3106237.3106255","Dataset","dbgbench","[13]","","6","yrahul3910"
"10.1145/3368089.3409687","","Methodology","More of the same","[29]","arxiv:1812.07525","7","yrahul3910"
"10.1145/3368089.3409734","","Tool","Wala","[17]","http://wala.sourceforge.net/wiki/index.php/Main_Page","3","yrahul3910"
"10.1145/3368089.3409734","10.1145/2393596.2393665","Methodology","Green","[35]","","7","yrahul3910"
"10.1145/3368089.3409734","10.1007/s10515-013-0122-2","Methodology","Symbolic PathFinder","[24]","","8","yrahul3910"
"10.1145/3368089.3409734","","Tool","Z3","[12]","https://dl.acm.org/doi/10.5555/1792734.1792766","8","yrahul3910"
"10.1145/3368089.3409734","10.1109/TSE.2016.2584063","Dataset","Benchmark","[37]","","8","yrahul3910"
"10.1145/3368089.3409734","10.1145/2338965.2336771","Dataset","MerArbiter","[40]","","8","yrahul3910"
"10.1145/3368089.3409734","10.1007/978-3-319-96145-3_10","Methodology","JBMC","[11]","","8","yrahul3910"
"10.1145/3368089.3409757","10.1145/2970276.2970364","Dataset","benchmark","[32]","","3","yrahul3910"
"10.1145/3368089.3409757","10.1145/3238147.3238178","Dataset","benchmark","[34]","","3","yrahul3910"
"10.1145/3368089.3409757","10.1007/978-3-319-66706-5_20","Dataset","benchmark","[45]","","3","yrahul3910"
"10.1145/3368089.3409757","10.1007/978-3-662-50497-0_4","Methodology","Uninterpreted functions","[29]","","4","yrahul3910"
"10.1145/3368089.3409757","10.1145/2642937.2642982","Tool","gumtree","[20]","","7","yrahul3910"
"10.1145/3368089.3409757","","Tool","asm-defuse","[3]","https://github.com/saeg/asm-defuse","7","yrahul3910"
"10.1145/3368089.3409757","","Tool","asm","[7]","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.117.5769","7","yrahul3910"
"10.1145/3368089.3409757","10.1145/1858996.1859035","Tool","Symbolic PathFinder","[37]","","7","yrahul3910"
"10.1145/3368089.3409757","","Tool","Z3","[17]","https://dl.acm.org/doi/10.5555/1792734.1792766","7","yrahul3910"
"10.1145/3368089.3409738","10.1145/1925805.1925818","Tool","Soot","[64]","","2","yrahul3910"
"10.1145/3368089.3409738","10.1007/3-540-49538-X_5","Methodology","CHA","[17]","","4","yrahul3910"
"10.1145/3368089.3409738","","Tool","asm","[12]","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.117.5769","4","yrahul3910"
"10.1145/3368089.3409738","10.1007/978-3-030-02768-1_4","Methodology","Dynamic features","[58]","","4","yrahul3910"
"10.1145/3368089.3409738","","Tool","JVM TI API","[3]","https://docs.oracle.com/javase/8/docs/technotes/guides/jvmti/","4","yrahul3910"
"10.1145/3368089.3409738","10.1145/1985793.1985827","Methodology","TamiFlex","[11]","","4","yrahul3910"
"10.1145/3368089.3409738","","Tool","BigQuery API","[2]","https://cloud.google.com/bigquery/public-data/","6","yrahul3910"
"10.1145/3368089.3409738","10.1145/320385.320414","Methodology","Jax","[61]","","7","yrahul3910"
"10.1145/3368089.3409738","10.1109/COMPSAC.2016.146","Methodology","JRed","[30]","","7","yrahul3910"
"10.1145/3368089.3409738","","Methodology","ProGuard","[6]","https://www.guardsquare.com/en/products/proguard","7","yrahul3910"
"10.1145/3368089.3409755","","Methodology","KLEE","[5]","https://dl.acm.org/doi/10.5555/1855741.1855756","2","yrahul3910"
"10.1145/3368089.3409737","","Tool","QVTrace","[5]","https://qracorp.com/qvtrace/","2","yrahul3910"
"10.1145/3368089.3409737","","Tool","fitctree","[4]","https://nl.mathworks.com/help/stats/fitctree.html","7","yrahul3910"
"10.1145/3368089.3409737","10.1145/2001420.2001452","Methodology","ART","[12]","","6","yrahul3910"
"10.1145/3368089.3409737","10.1016/j.jss.2009.02.022","Methodology","ART","[25]","","6","yrahul3910"
"10.1145/3368089.3409737","10.1007/978-3-540-30502-6_23","Methodology","ART","[26]","","6","yrahul3910"
"10.1145/3368089.3409737","10.1109/TSE.2011.121","Methodology","URT","[13]","","6","yrahul3910"
"10.1145/3368089.3409687","10.1145/3106237.3106255","Dataset","dbgbench","[13]","","","afonsohfontes"
"10.1145/3368089.3409687","10.1109/ASE.2019.00027","Methodology","fuzzer","[18]","","","afonsohfontes"
"10.1145/3368089.3409691","10.1145/3126594.3126651","Dataset","Rico","[15]","","","afonsohfontes"
"10.1145/3368089.3409691","10.1109/CVPR.2017.283","Methodology","EAST","[55]","","","afonsohfontes"
"10.1145/3368089.3409691","10.1109/CVPR.2016.90","Methodology","ResNet50","[24]","","","afonsohfontes"
"10.1145/3368089.3409691","10.1109/TPAMI.2016.2577031","Methodology","Faster RCNN","[40]","","","afonsohfontes"
"10.1145/3368089.3409691","10.1109/ICCV.2019.00667","Methodology","CenterNet","[17]","","","afonsohfontes"
"10.1145/3368089.3409691","10.1109/ICDAR.2007.4376991","Tool","Tesseract","[42]","","","afonsohfontes"
"10.1145/3368089.3409708","10.1145/3236024.3236055","Methodology","AppFlow","[23]","","","afonsohfontes"
"10.1145/3368089.3409708","10.1109/ASE.2019.00015","Methodology","CraftDroid","[25]","","","afonsohfontes"
"10.1145/3368089.3409708","10.1109/ASE.2019.00016","Methodology","ATM","[21]","","","afonsohfontes"
"10.1145/3368089.3409708","10.1145/3213846.3213854","Methodology","GTM","[20]","","","afonsohfontes"
"10.1145/3368089.3409734","10.1109/TSE.2016.2584063","Dataset","","[37]","","","afonsohfontes"
"10.1145/3368089.3409734","10.1145/2338965.2336771","Dataset","MerArbiter","[40]","","","afonsohfontes"
"10.1145/3368089.3409734","10.1145/2393596.2393665","Methodology","Green","[35]","","","afonsohfontes"
"10.1145/3368089.3409734","10.1007/s10515-013-0122-2","Methodology","","[24]","","","afonsohfontes"
"10.1145/3368089.3409734","10.1007/978-3-319-96145-3_10","Methodology","JBMC","[11]","","","afonsohfontes"
"10.1145/3368089.3409737","10.1145/2001420.2001452","Methodology","","[12]","","","afonsohfontes"
"10.1145/3368089.3409737","10.1109/TSE.2011.121","Methodology","","[13]","","","afonsohfontes"
"10.1145/3368089.3409738","10.1007/3-540-49538-X_5","Methodology","","[17]","","","afonsohfontes"
"10.1145/3368089.3409738","10.1007/978-3-030-02768-1_4","Methodology","Dynamic features","[58]","","","afonsohfontes"
"10.1145/3368089.3409738","10.1145/1985793.1985827","Methodology","TamiFlex","[11]","","","afonsohfontes"
"10.1145/3368089.3409738","10.1145/320385.320414","Methodology","Jax","[61]","","","afonsohfontes"
"10.1145/3368089.3409738","10.1109/COMPSAC.2016.146","Methodology","JRed","[30]","","","afonsohfontes"
"10.1145/3368089.3409738","10.1145/1925805.1925818","Tool","Soot","[64]","","","afonsohfontes"
"10.1145/3368089.3409757","10.1145/2970276.2970364","Dataset","","[32]","","","afonsohfontes"
"10.1145/3368089.3409757","10.1145/3238147.3238178","Dataset","","[34]","","","afonsohfontes"
"10.1145/3368089.3409757","10.1007/978-3-319-66706-5_20","Dataset","","[45]","","","afonsohfontes"
"10.1145/3368089.3409757","10.1007/978-3-662-50497-0_4","Methodology","","[29]","","","afonsohfontes"
"10.1145/3368089.3409757","10.1145/2642937.2642982","Tool","","[20]","","","afonsohfontes"
"10.1145/3368089.3409757","10.1145/1858996.1859035","Tool","Symbolic PathFinder","[37]","","","afonsohfontes"
"10.1145/3368089.3409758","10.1145/2931037.2931062","Methodology","OASI","[20]","","","afonsohfontes"
"10.1145/3368089.3409758","10.1145/3314221.3314641","Methodology","Observers abstraction","[2]","","","afonsohfontes"
"10.1145/3368089.3409680","","Replication","","9","https://zenodo.org/record/4022892#.YNPfIGZKgxk","447","XueqiYang"
"10.1145/3368089.3409680","10.1016/C2015-0-00521-4","Methodology","","19","","447","XueqiYang"
"10.1145/3368089.3409681","10.1109/ICSE.2017.24","Stepping stone","","26","","459","XueqiYang"
"10.1145/3368089.3409681","10.3758/s13428-014-0532-5","Dataset","","60","","459","XueqiYang"
"10.1145/3368089.3409681","10.1007/s11219-013-9196-0","Metric","","22","","459","XueqiYang"
"10.1145/3368089.3409684","10.1145/2601248.2601268","Methodology","","107","","436","XueqiYang"
"10.1145/3368089.3409684","10.1109/ICSE-SEIS.2019.17","Methodology","","27","","460","XueqiYang"
"10.1145/3368089.3409684","","Stepping stone","","26","https://resources.sei.cmu.edu/library/asset-view.cfm?assetid=513798","436","XueqiYang"
"10.1145/3368089.3409684","10.1016/B978-0-12-804206-9.00027-1","Methodology","","110","","436","XueqiYang"
"10.1145/3368089.3409701","10.1136/bmj.c869","Stepping stone","","9","","411","XueqiYang"
"10.1145/3368089.3409701","10.4103/0974-1208.82352","Methodology","","26","","414","XueqiYang"
"10.1145/3368089.3409712","","Dataset","","","https://drive.google.com/drive/folders/1HeZY-bg6fLhgPF4xL2EQvl9FQZLIkWau","483","XueqiYang"
"10.1145/3368089.3409712","10.4103/0974-1208.82352","Methodology","","72","","482","XueqiYang"
"10.1145/3368089.3409712","10.1016/S0166-4115(08)62386-9","Methodology","","35","","483","XueqiYang"
"10.1145/3368089.3409712","10.1016/B978-0-12-387691-1.00002-8","Metric","","73","","484","XueqiYang"
"10.1145/3368089.3409724","10.1016/j.jss.2019.110487","Dataset","","","","422","XueqiYang"
"10.1145/3368089.3409724","10.7748/nr.13.4.84.s4","Methodology","","8","","422","XueqiYang"
"10.1145/3368089.3409724","10.1016/j.jss.2019.110487","Methodology","","43","","423","XueqiYang"
"10.1145/3368089.3409724","10.1037/0033-2909.125.6.627","Metric","","9","","426","XueqiYang"
